state,county,year,party,candidate,votes,pct 
va,Westmoreland,2004,GRE,Ralph Nader,-,-
va,Williamsburg,2004,DEM,John Kerry,"2,211",53.0%
va,Williamsburg,2004,REP,George Bush,"1,960",47.0%
va,Williamsburg,2004,GRE,Ralph Nader,-,-
va,Winchester,2004,REP,George Bush,"5,283",57.1%
va,Winchester,2004,DEM,John Kerry,"3,967",42.9%
va,Winchester,2004,GRE,Ralph Nader,-,-
va,Wise,2004,REP,George Bush,"8,337",59.0%
va,Wise,2004,DEM,John Kerry,"5,792",41.0%
va,Wise,2004,GRE,Ralph Nader,-,-
va,Wythe,2004,REP,George Bush,"7,911",68.8%
va,Wythe,2004,DEM,John Kerry,"3,581",31.2%
va,Wythe,2004,GRE,Ralph Nader,-,-
va,York,2004,REP,George Bush,"17,991",65.5%
va,York,2004,DEM,John Kerry,"9,470",34.5%
vt,Addison,2004,DEM,John Kerry,"10,997",60.1%
vt,Addison,2004,REP,George Bush,"7,077",38.7%
vt,Addison,2004,GRE,Ralph Nader,220,1.2%
vt,Bennington,2004,DEM,John Kerry,"11,062",58.5%
vt,Bennington,2004,REP,George Bush,"7,603",40.2%
vt,Bennington,2004,GRE,Ralph Nader,246,1.3%
vt,Caledonia,2004,DEM,John Kerry,"7,106",50.5%
vt,Caledonia,2004,REP,George Bush,"6,764",48.1%
vt,Caledonia,2004,GRE,Ralph Nader,189,1.3%
vt,Chittenden,2004,DEM,John Kerry,"49,168",64.3%
vt,Chittenden,2004,REP,George Bush,"26,029",34.0%
vt,Chittenden,2004,GRE,Ralph Nader,"1,263",1.7%
vt,Essex,2004,REP,George Bush,"1,591",54.6%
vt,Essex,2004,DEM,John Kerry,"1,275",43.7%
vt,Essex,2004,GRE,Ralph Nader,49,1.7%
vt,Franklin,2004,DEM,John Kerry,"10,597",53.6%
vt,Franklin,2004,REP,George Bush,"8,935",45.2%
vt,Franklin,2004,GRE,Ralph Nader,239,1.2%
vt,Grand Isle,2004,DEM,John Kerry,"2,246",55.5%
vt,Grand Isle,2004,REP,George Bush,"1,754",43.3%
vt,Grand Isle,2004,GRE,Ralph Nader,47,1.2%
vt,Lamoille,2004,DEM,John Kerry,"7,630",63.2%
vt,Lamoille,2004,REP,George Bush,"4,257",35.2%
vt,Lamoille,2004,GRE,Ralph Nader,194,1.6%
vt,Orange,2004,DEM,John Kerry,"8,156",55.2%
vt,Orange,2004,REP,George Bush,"6,417",43.5%
vt,Orange,2004,GRE,Ralph Nader,190,1.3%
vt,Orleans,2004,DEM,John Kerry,"6,324",52.1%
vt,Orleans,2004,REP,George Bush,"5,663",46.7%
vt,Orleans,2004,GRE,Ralph Nader,140,1.2%
vt,Rutland,2004,DEM,John Kerry,"15,903",51.8%
vt,Rutland,2004,REP,George Bush,"14,437",47.0%
vt,Rutland,2004,GRE,Ralph Nader,357,1.2%
vt,Washington,2004,DEM,John Kerry,"19,155",61.5%
vt,Washington,2004,REP,George Bush,"11,446",36.8%
vt,Washington,2004,GRE,Ralph Nader,535,1.7%
vt,Windham,2004,DEM,John Kerry,"15,487",67.0%
vt,Windham,2004,REP,George Bush,"7,280",31.5%
vt,Windham,2004,GRE,Ralph Nader,344,1.5%
vt,Windsor,2004,DEM,John Kerry,"18,515",60.9%
vt,Windsor,2004,REP,George Bush,"11,457",37.7%
wa,Adams,2004,REP,George Bush,"3,559",73.8%
wa,Adams,2004,DEM,John Kerry,"1,225",25.4%
wa,Adams,2004,GRE,Ralph Nader,36,0.7%
wa,Asotin,2004,REP,George Bush,"5,111",60.9%
wa,Asotin,2004,DEM,John Kerry,"3,207",38.2%
wa,Asotin,2004,GRE,Ralph Nader,73,0.9%
wa,Benton,2004,REP,George Bush,"34,677",66.9%
wa,Benton,2004,DEM,John Kerry,"16,900",32.6%
wa,Benton,2004,GRE,Ralph Nader,276,0.5%
wa,Chelan,2004,REP,George Bush,"12,268",63.1%
wa,Chelan,2004,DEM,John Kerry,"7,025",36.1%
wa,Chelan,2004,GRE,Ralph Nader,141,0.7%
wa,Clallam,2004,REP,George Bush,"11,195",51.3%
wa,Clallam,2004,DEM,John Kerry,"10,382",47.6%
wa,Clallam,2004,GRE,Ralph Nader,242,1.1%
wa,Clark,2004,REP,George Bush,"78,473",52.2%
wa,Clark,2004,DEM,John Kerry,"70,769",47.1%
wa,Clark,2004,GRE,Ralph Nader,988,0.7%
wa,Columbia,2004,REP,George Bush,"1,286",70.1%
wa,Columbia,2004,DEM,John Kerry,535,29.2%
wa,Columbia,2004,GRE,Ralph Nader,13,0.7%
wa,Cowlitz,2004,DEM,John Kerry,"14,175",53.3%
wa,Cowlitz,2004,REP,George Bush,"12,251",46.0%
wa,Cowlitz,2004,GRE,Ralph Nader,181,0.7%
wa,Douglas,2004,REP,George Bush,"6,701",66.2%
wa,Douglas,2004,DEM,John Kerry,"3,356",33.2%
wa,Douglas,2004,GRE,Ralph Nader,62,0.6%
wa,Ferry,2004,REP,George Bush,"1,969",61.9%
wa,Ferry,2004,DEM,John Kerry,"1,156",36.3%
wa,Ferry,2004,GRE,Ralph Nader,57,1.8%
wa,Franklin,2004,REP,George Bush,"5,548",65.1%
wa,Franklin,2004,DEM,John Kerry,"2,919",34.3%
wa,Franklin,2004,GRE,Ralph Nader,51,0.6%
wa,Garfield,2004,REP,George Bush,825,71.0%
wa,Garfield,2004,DEM,John Kerry,329,28.3%
wa,Garfield,2004,GRE,Ralph Nader,8,0.7%
wa,Grant,2004,REP,George Bush,"17,539",69.1%
wa,Grant,2004,DEM,John Kerry,"7,662",30.2%
wa,Grant,2004,GRE,Ralph Nader,189,0.7%
wa,Grays Harbor,2004,DEM,John Kerry,"13,337",52.3%
wa,Grays Harbor,2004,REP,George Bush,"11,924",46.8%
wa,Grays Harbor,2004,GRE,Ralph Nader,243,1.0%
wa,Island,2004,REP,George Bush,"14,280",51.6%
wa,Island,2004,DEM,John Kerry,"13,186",47.7%
wa,Island,2004,GRE,Ralph Nader,184,0.7%
wa,Jefferson,2004,DEM,John Kerry,"9,168",63.2%
wa,Jefferson,2004,REP,George Bush,"5,215",35.9%
wa,Jefferson,2004,GRE,Ralph Nader,131,0.9%
wa,King,2004,DEM,John Kerry,"461,800",65.0%
wa,King,2004,REP,George Bush,"243,779",34.3%
wa,King,2004,GRE,Ralph Nader,"4,818",0.7%
wa,Kitsap,2004,DEM,John Kerry,"49,613",51.9%
wa,Kitsap,2004,REP,George Bush,"45,185",47.3%
wa,Kitsap,2004,GRE,Ralph Nader,811,0.8%
wa,Kittitas,2004,REP,George Bush,"7,174",57.0%
wa,Kittitas,2004,DEM,John Kerry,"5,269",41.9%
wa,Kittitas,2004,GRE,Ralph Nader,133,1.1%
wa,Klickitat,2004,REP,George Bush,"4,806",55.1%
wa,Klickitat,2004,DEM,John Kerry,"3,834",44.0%
wa,Klickitat,2004,GRE,Ralph Nader,79,0.9%
wa,Lewis,2004,REP,George Bush,"13,487",64.7%
wa,Lewis,2004,DEM,John Kerry,"7,158",34.3%
wa,Lewis,2004,GRE,Ralph Nader,196,0.9%
wa,Lincoln,2004,REP,George Bush,"3,926",69.7%
wa,Lincoln,2004,DEM,John Kerry,"1,663",29.5%
wa,Lincoln,2004,GRE,Ralph Nader,45,0.8%
wa,Mason,2004,DEM,John Kerry,"9,538",51.9%
wa,Mason,2004,REP,George Bush,"8,655",47.1%
wa,Mason,2004,GRE,Ralph Nader,200,1.1%
wa,Okanogan,2004,REP,George Bush,"5,710",59.4%
wa,Okanogan,2004,DEM,John Kerry,"3,830",39.9%
wa,Okanogan,2004,GRE,Ralph Nader,68,0.7%
wa,Pacific,2004,DEM,John Kerry,"4,912",54.6%
wa,Pacific,2004,REP,George Bush,"3,984",44.3%
wa,Pacific,2004,GRE,Ralph Nader,97,1.1%
wa,Pend Oreille,2004,REP,George Bush,"3,671",60.7%
wa,Pend Oreille,2004,DEM,John Kerry,"2,292",37.9%
wa,Pend Oreille,2004,GRE,Ralph Nader,83,1.4%
wa,Pierce,2004,DEM,John Kerry,"124,573",50.9%
wa,Pierce,2004,REP,George Bush,"118,561",48.4%
wa,Pierce,2004,GRE,Ralph Nader,"1,734",0.7%
wa,San Juan,2004,DEM,John Kerry,"4,992",66.2%
wa,San Juan,2004,REP,George Bush,"2,475",32.8%
wa,San Juan,2004,GRE,Ralph Nader,75,1.0%
wa,Skagit,2004,REP,George Bush,"14,855",50.3%
wa,Skagit,2004,DEM,John Kerry,"14,435",48.8%
wa,Skagit,2004,GRE,Ralph Nader,270,0.9%
wa,Skamania,2004,REP,George Bush,"2,638",52.7%
wa,Skamania,2004,DEM,John Kerry,"2,330",46.5%
wa,Skamania,2004,GRE,Ralph Nader,39,0.8%
wa,Snohomish,2004,DEM,John Kerry,"114,303",53.4%
wa,Snohomish,2004,REP,George Bush,"98,273",45.9%
wa,Snohomish,2004,GRE,Ralph Nader,"1,453",0.7%
wa,Spokane,2004,REP,George Bush,"83,313",55.2%
wa,Spokane,2004,DEM,John Kerry,"66,438",44.0%
wa,Spokane,2004,GRE,Ralph Nader,"1,246",0.8%
wa,Stevens,2004,REP,George Bush,"9,659",64.6%
wa,Stevens,2004,DEM,John Kerry,"5,149",34.4%
wa,Stevens,2004,GRE,Ralph Nader,153,1.0%
wa,Thurston,2004,DEM,John Kerry,"57,551",56.0%
wa,Thurston,2004,REP,George Bush,"44,190",43.0%
wa,Thurston,2004,GRE,Ralph Nader,"1,081",1.1%
wa,Wahkiakum,2004,REP,George Bush,"1,151",53.0%
wa,Wahkiakum,2004,DEM,John Kerry,998,46.0%
wa,Wahkiakum,2004,GRE,Ralph Nader,22,1.0%
wa,Walla Walla,2004,REP,George Bush,"8,246",62.9%
wa,Walla Walla,2004,DEM,John Kerry,"4,768",36.4%
wa,Walla Walla,2004,GRE,Ralph Nader,97,0.7%
wa,Whatcom,2004,DEM,John Kerry,"31,593",54.0%
wa,Whatcom,2004,REP,George Bush,"26,383",45.1%
wa,Whatcom,2004,GRE,Ralph Nader,572,1.0%
wa,Whitman,2004,REP,George Bush,"6,686",54.0%
wa,Whitman,2004,DEM,John Kerry,"5,581",45.1%
wa,Whitman,2004,GRE,Ralph Nader,108,0.9%
wa,Yakima,2004,REP,George Bush,"33,030",60.2%
wa,Yakima,2004,DEM,John Kerry,"21,478",39.2%
wi,Adams,2004,DEM,John Kerry,"5,447",52.3%
wi,Adams,2004,REP,George Bush,"4,890",47.0%
wi,Adams,2004,GRE,Ralph Nader,77,0.7%
wi,Ashland,2004,DEM,John Kerry,"5,705",62.9%
wi,Ashland,2004,REP,George Bush,"3,313",36.5%
wi,Ashland,2004,GRE,Ralph Nader,55,0.6%
wi,Barron,2004,REP,George Bush,"12,030",50.4%
wi,Barron,2004,DEM,John Kerry,"11,696",49.0%
wi,Barron,2004,GRE,Ralph Nader,126,0.5%
wi,Bayfield,2004,DEM,John Kerry,"5,845",60.5%
wi,Bayfield,2004,REP,George Bush,"3,753",38.8%
wi,Bayfield,2004,GRE,Ralph Nader,70,0.7%
wi,Brown,2004,REP,George Bush,"67,113",54.7%
wi,Brown,2004,DEM,John Kerry,"54,889",44.7%
wi,Brown,2004,GRE,Ralph Nader,666,0.5%
wi,Buffalo,2004,DEM,John Kerry,"3,998",52.9%
wi,Buffalo,2004,REP,George Bush,"3,502",46.3%
wi,Buffalo,2004,GRE,Ralph Nader,62,0.8%
wi,Burnett,2004,REP,George Bush,"4,743",51.1%
wi,Burnett,2004,DEM,John Kerry,"4,499",48.5%
wi,Burnett,2004,GRE,Ralph Nader,41,0.4%
wi,Calumet,2004,REP,George Bush,"14,719",58.5%
wi,Calumet,2004,DEM,John Kerry,"10,289",40.9%
wi,Calumet,2004,GRE,Ralph Nader,161,0.6%
wi,Chippewa,2004,REP,George Bush,"15,450",50.8%
wi,Chippewa,2004,DEM,John Kerry,"14,751",48.5%
wi,Chippewa,2004,GRE,Ralph Nader,198,0.7%
wi,Clark,2004,REP,George Bush,"7,965",52.9%
wi,Clark,2004,DEM,John Kerry,"6,964",46.2%
wi,Clark,2004,GRE,Ralph Nader,130,0.9%
wi,Columbia,2004,REP,George Bush,"14,956",50.8%
wi,Columbia,2004,DEM,John Kerry,"14,300",48.6%
wi,Columbia,2004,GRE,Ralph Nader,158,0.5%
wi,Crawford,2004,DEM,John Kerry,"4,656",55.5%
wi,Crawford,2004,REP,George Bush,"3,680",43.9%
wi,Crawford,2004,GRE,Ralph Nader,49,0.6%
wi,Dane,2004,DEM,John Kerry,"181,032",66.3%
wi,Dane,2004,REP,George Bush,"90,356",33.1%
wi,Dane,2004,GRE,Ralph Nader,"1,461",0.5%
wi,Dodge,2004,REP,George Bush,"27,200",61.6%
wi,Dodge,2004,DEM,John Kerry,"16,689",37.8%
wi,Dodge,2004,GRE,Ralph Nader,283,0.6%
wi,Door,2004,REP,George Bush,"8,910",51.2%
wi,Door,2004,DEM,John Kerry,"8,367",48.1%
wi,Door,2004,GRE,Ralph Nader,118,0.7%
wi,Douglas,2004,DEM,John Kerry,"16,534",65.9%
wi,Douglas,2004,REP,George Bush,"8,448",33.6%
wi,Douglas,2004,GRE,Ralph Nader,125,0.5%
wi,Dunn,2004,DEM,John Kerry,"12,039",52.2%
wi,Dunn,2004,REP,George Bush,"10,878",47.2%
wi,Dunn,2004,GRE,Ralph Nader,151,0.7%
wi,Eau Claire,2004,DEM,John Kerry,"30,049",54.6%
wi,Eau Claire,2004,REP,George Bush,"24,644",44.8%
wi,Eau Claire,2004,GRE,Ralph Nader,371,0.7%
wi,Florence,2004,REP,George Bush,"1,703",62.7%
wi,Florence,2004,DEM,John Kerry,993,36.6%
wi,Florence,2004,GRE,Ralph Nader,18,0.7%
wi,Fond du Lac,2004,REP,George Bush,"33,291",63.0%
wi,Fond du Lac,2004,DEM,John Kerry,"19,214",36.4%
wi,Fond du Lac,2004,GRE,Ralph Nader,297,0.6%
wi,Forest,2004,REP,George Bush,"2,608",50.7%
wi,Forest,2004,DEM,John Kerry,"2,509",48.8%
wi,Forest,2004,GRE,Ralph Nader,27,0.5%
wi,Grant,2004,DEM,John Kerry,"12,865",51.3%
wi,Grant,2004,REP,George Bush,"12,113",48.3%
wi,Grant,2004,GRE,Ralph Nader,113,0.5%
wi,Green,2004,DEM,John Kerry,"9,575",52.7%
wi,Green,2004,REP,George Bush,"8,497",46.8%
wi,Green,2004,GRE,Ralph Nader,101,0.6%
wi,Green Lake,2004,REP,George Bush,"6,472",63.9%
wi,Green Lake,2004,DEM,John Kerry,"3,605",35.6%
wi,Green Lake,2004,GRE,Ralph Nader,55,0.5%
wi,Iowa,2004,DEM,John Kerry,"7,122",56.9%
wi,Iowa,2004,REP,George Bush,"5,348",42.7%
wi,Iowa,2004,GRE,Ralph Nader,43,0.3%
wi,Iron,2004,DEM,John Kerry,"1,956",50.6%
wi,Iron,2004,REP,George Bush,"1,884",48.7%
wi,Iron,2004,GRE,Ralph Nader,25,0.6%
wi,Jackson,2004,DEM,John Kerry,"5,249",54.2%
wi,Jackson,2004,REP,George Bush,"4,387",45.3%
wi,Jackson,2004,GRE,Ralph Nader,47,0.5%
wi,Jefferson,2004,REP,George Bush,"23,775",56.7%
wi,Jefferson,2004,DEM,John Kerry,"17,926",42.7%
wi,Jefferson,2004,GRE,Ralph Nader,240,0.6%
wi,Juneau,2004,REP,George Bush,"6,478",52.7%
wi,Juneau,2004,DEM,John Kerry,"5,734",46.7%
wi,Juneau,2004,GRE,Ralph Nader,73,0.6%
wi,Kenosha,2004,DEM,John Kerry,"40,102",52.7%
wi,Kenosha,2004,REP,George Bush,"35,583",46.8%
wi,Kenosha,2004,GRE,Ralph Nader,354,0.5%
wi,Kewaunee,2004,REP,George Bush,"5,947",53.1%
wi,Kewaunee,2004,DEM,John Kerry,"5,166",46.2%
wi,Kewaunee,2004,GRE,Ralph Nader,78,0.7%
wi,La Crosse,2004,DEM,John Kerry,"33,157",53.7%
wi,La Crosse,2004,REP,George Bush,"28,286",45.8%
wi,La Crosse,2004,GRE,Ralph Nader,348,0.6%
wi,Lafayette,2004,DEM,John Kerry,"4,415",52.7%
wi,Lafayette,2004,REP,George Bush,"3,926",46.9%
wi,Lafayette,2004,GRE,Ralph Nader,37,0.4%
wi,Langlade,2004,REP,George Bush,"6,235",56.4%
wi,Langlade,2004,DEM,John Kerry,"4,751",43.0%
wi,Langlade,2004,GRE,Ralph Nader,64,0.6%
wi,Lincoln,2004,REP,George Bush,"8,032",51.4%
wi,Lincoln,2004,DEM,John Kerry,"7,482",47.9%
wi,Lincoln,2004,GRE,Ralph Nader,112,0.7%
wi,Manitowoc,2004,REP,George Bush,"23,025",52.4%
wi,Manitowoc,2004,DEM,John Kerry,"20,655",47.0%
wi,Manitowoc,2004,GRE,Ralph Nader,300,0.7%
wi,Marathon,2004,REP,George Bush,"36,394",53.7%
wi,Marathon,2004,DEM,John Kerry,"30,897",45.6%
wi,Marathon,2004,GRE,Ralph Nader,505,0.7%
wi,Marinette,2004,REP,George Bush,"11,870",53.5%
wi,Marinette,2004,DEM,John Kerry,"10,204",46.0%
wi,Marinette,2004,GRE,Ralph Nader,125,0.6%
wi,Marquette,2004,REP,George Bush,"4,604",54.6%
wi,Marquette,2004,DEM,John Kerry,"3,785",44.9%
wi,Marquette,2004,GRE,Ralph Nader,36,0.4%
wi,Menominee,2004,DEM,John Kerry,"1,412",82.8%
wi,Menominee,2004,REP,George Bush,288,16.9%
wi,Menominee,2004,GRE,Ralph Nader,6,0.4%
wi,Milwaukee,2004,DEM,John Kerry,"297,260",62.0%
wi,Milwaukee,2004,REP,George Bush,"180,041",37.5%
wi,Milwaukee,2004,GRE,Ralph Nader,"2,227",0.5%
wi,Monroe,2004,REP,George Bush,"10,280",53.1%
wi,Monroe,2004,DEM,John Kerry,"8,982",46.4%
wi,Monroe,2004,GRE,Ralph Nader,114,0.6%
wi,Oconto,2004,REP,George Bush,"11,043",56.1%
wi,Oconto,2004,DEM,John Kerry,"8,533",43.3%
wi,Oconto,2004,GRE,Ralph Nader,126,0.6%
wi,Oneida,2004,REP,George Bush,"11,349",51.7%
wi,Oneida,2004,DEM,John Kerry,"10,468",47.7%
wi,Oneida,2004,GRE,Ralph Nader,135,0.6%
wi,Outagamie,2004,REP,George Bush,"48,809",54.4%
wi,Outagamie,2004,DEM,John Kerry,"40,369",45.0%
wi,Outagamie,2004,GRE,Ralph Nader,507,0.6%
wi,Ozaukee,2004,REP,George Bush,"34,901",66.0%
wi,Ozaukee,2004,DEM,John Kerry,"17,708",33.5%
wi,Ozaukee,2004,GRE,Ralph Nader,245,0.5%
wi,Pepin,2004,DEM,John Kerry,"2,184",53.8%
wi,Pepin,2004,REP,George Bush,"1,853",45.7%
wi,Pepin,2004,GRE,Ralph Nader,19,0.5%
wi,Pierce,2004,DEM,John Kerry,"11,177",51.4%
wi,Pierce,2004,REP,George Bush,"10,437",48.0%
wi,Pierce,2004,GRE,Ralph Nader,148,0.7%
wi,Polk,2004,REP,George Bush,"11,895",51.3%
wi,Polk,2004,DEM,John Kerry,"11,178",48.2%
wi,Polk,2004,GRE,Ralph Nader,132,0.6%
wi,Portage,2004,DEM,John Kerry,"21,861",56.5%
wi,Portage,2004,REP,George Bush,"16,546",42.7%
wi,Portage,2004,GRE,Ralph Nader,299,0.8%
wi,Price,2004,DEM,John Kerry,"4,349",49.9%
wi,Price,2004,REP,George Bush,"4,311",49.5%
wi,Price,2004,GRE,Ralph Nader,55,0.6%
wi,Racine,2004,REP,George Bush,"52,449",51.9%
wi,Racine,2004,DEM,John Kerry,"48,226",47.7%
wi,Racine,2004,GRE,Ralph Nader,459,0.5%
wi,Richland,2004,REP,George Bush,"4,841",51.6%
wi,Richland,2004,DEM,John Kerry,"4,505",48.0%
wi,Richland,2004,GRE,Ralph Nader,37,0.4%
wi,Rock,2004,DEM,John Kerry,"46,598",58.2%
wi,Rock,2004,REP,George Bush,"33,055",41.3%
wi,Rock,2004,GRE,Ralph Nader,409,0.5%
wi,Rusk,2004,REP,George Bush,"3,985",50.6%
wi,Rusk,2004,DEM,John Kerry,"3,820",48.5%
wi,Rusk,2004,GRE,Ralph Nader,71,0.9%
wi,Sauk,2004,DEM,John Kerry,"15,708",51.8%
wi,Sauk,2004,REP,George Bush,"14,415",47.6%
wi,Sauk,2004,GRE,Ralph Nader,182,0.6%
wi,Sawyer,2004,REP,George Bush,"4,950",52.5%
wi,Sawyer,2004,DEM,John Kerry,"4,410",46.8%
wi,Sawyer,2004,GRE,Ralph Nader,62,0.7%
wi,Shawano,2004,REP,George Bush,"12,149",58.0%
wi,Shawano,2004,DEM,John Kerry,"8,656",41.3%
wi,Shawano,2004,GRE,Ralph Nader,130,0.6%
wi,Sheboygan,2004,REP,George Bush,"34,456",55.2%
wi,Sheboygan,2004,DEM,John Kerry,"27,606",44.3%
wi,Sheboygan,2004,GRE,Ralph Nader,323,0.5%
wi,St. Croix,2004,REP,George Bush,"22,679",54.4%
wi,St. Croix,2004,DEM,John Kerry,"18,784",45.1%
wi,St. Croix,2004,GRE,Ralph Nader,200,0.5%
wi,Taylor,2004,REP,George Bush,"5,535",58.9%
wi,Taylor,2004,DEM,John Kerry,"3,783",40.2%
wi,Taylor,2004,GRE,Ralph Nader,87,0.9%
wi,Trempealeau,2004,DEM,John Kerry,"8,077",57.6%
wi,Trempealeau,2004,REP,George Bush,"5,883",41.9%
wi,Trempealeau,2004,GRE,Ralph Nader,71,0.5%
wi,Vernon,2004,DEM,John Kerry,"7,924",53.6%
wi,Vernon,2004,REP,George Bush,"6,773",45.8%
wi,Vernon,2004,GRE,Ralph Nader,87,0.6%
wi,Vilas,2004,REP,George Bush,"8,153",58.5%
wi,Vilas,2004,DEM,John Kerry,"5,713",41.0%
wi,Vilas,2004,GRE,Ralph Nader,74,0.5%
wi,Walworth,2004,REP,George Bush,"28,752",59.6%
wi,Walworth,2004,DEM,John Kerry,"19,175",39.8%
wi,Walworth,2004,GRE,Ralph Nader,278,0.6%
wi,Washburn,2004,REP,George Bush,"4,766",50.0%
wi,Washburn,2004,DEM,John Kerry,"4,705",49.4%
wi,Washburn,2004,GRE,Ralph Nader,59,0.6%
wi,Washington,2004,REP,George Bush,"50,640",70.1%
wi,Washington,2004,DEM,John Kerry,"21,235",29.4%
wi,Washington,2004,GRE,Ralph Nader,341,0.5%
wi,Waukesha,2004,REP,George Bush,"154,910",67.5%
wi,Waukesha,2004,DEM,John Kerry,"73,618",32.1%
wi,Waukesha,2004,GRE,Ralph Nader,966,0.4%
wi,Waupaca,2004,REP,George Bush,"15,952",59.3%
wi,Waupaca,2004,DEM,John Kerry,"10,794",40.1%
wi,Waupaca,2004,GRE,Ralph Nader,162,0.6%
wi,Waushara,2004,REP,George Bush,"6,888",57.1%
wi,Waushara,2004,DEM,John Kerry,"5,119",42.4%
wi,Waushara,2004,GRE,Ralph Nader,66,0.5%
wi,Winnebago,2004,REP,George Bush,"46,538",52.8%
wi,Winnebago,2004,DEM,John Kerry,"40,937",46.5%
wi,Winnebago,2004,GRE,Ralph Nader,611,0.7%
wi,Wood,2004,REP,George Bush,"20,592",51.6%
wi,Wood,2004,DEM,John Kerry,"18,950",47.5%
wv,Barbour,2004,REP,George Bush,"3,975",59.9%
wv,Barbour,2004,DEM,John Kerry,"2,636",39.7%
wv,Barbour,2004,GRE,Ralph Nader,29,0.4%
wv,Berkeley,2004,REP,George Bush,"20,724",63.3%
wv,Berkeley,2004,DEM,John Kerry,"11,888",36.3%
wv,Berkeley,2004,GRE,Ralph Nader,153,0.5%
wv,Boone,2004,DEM,John Kerry,"5,890",58.3%
wv,Boone,2004,REP,George Bush,"4,163",41.2%
wv,Boone,2004,GRE,Ralph Nader,50,0.5%
wv,Braxton,2004,DEM,John Kerry,"3,014",50.2%
wv,Braxton,2004,REP,George Bush,"2,964",49.4%
wv,Braxton,2004,GRE,Ralph Nader,21,0.4%
wv,Brooke,2004,DEM,John Kerry,"5,460",51.1%
wv,Brooke,2004,REP,George Bush,"5,147",48.2%
wv,Brooke,2004,GRE,Ralph Nader,73,0.7%
wv,Cabell,2004,REP,George Bush,"20,777",55.7%
wv,Cabell,2004,DEM,John Kerry,"16,328",43.7%
wv,Cabell,2004,GRE,Ralph Nader,225,0.6%
wv,Calhoun,2004,REP,George Bush,"1,569",55.1%
wv,Calhoun,2004,DEM,John Kerry,"1,253",44.0%
wv,Calhoun,2004,GRE,Ralph Nader,25,0.9%
wv,Clay,2004,REP,George Bush,"2,183",54.0%
wv,Clay,2004,DEM,John Kerry,"1,824",45.1%
wv,Clay,2004,GRE,Ralph Nader,34,0.8%
wv,Doddridge,2004,REP,George Bush,"2,340",74.2%
wv,Doddridge,2004,DEM,John Kerry,792,25.1%
wv,Doddridge,2004,GRE,Ralph Nader,21,0.7%
wv,Fayette,2004,DEM,John Kerry,"8,860",53.0%
wv,Fayette,2004,REP,George Bush,"7,767",46.5%
wv,Fayette,2004,GRE,Ralph Nader,89,0.5%
wv,Gilmer,2004,REP,George Bush,"1,660",58.6%
wv,Gilmer,2004,DEM,John Kerry,"1,153",40.7%
wv,Gilmer,2004,GRE,Ralph Nader,21,0.7%
wv,Grant,2004,REP,George Bush,"4,005",80.6%
wv,Grant,2004,DEM,John Kerry,944,19.0%
wv,Grant,2004,GRE,Ralph Nader,17,0.3%
wv,Greenbrier,2004,REP,George Bush,"8,278",57.5%
wv,Greenbrier,2004,DEM,John Kerry,"6,039",42.0%
wv,Greenbrier,2004,GRE,Ralph Nader,78,0.5%
wv,Hampshire,2004,REP,George Bush,"5,465",68.8%
wv,Hampshire,2004,DEM,John Kerry,"2,444",30.8%
wv,Hampshire,2004,GRE,Ralph Nader,37,0.5%
wv,Hancock,2004,REP,George Bush,"7,224",51.1%
wv,Hancock,2004,DEM,John Kerry,"6,829",48.3%
wv,Hancock,2004,GRE,Ralph Nader,90,0.6%
wv,Hardy,2004,REP,George Bush,"3,600",69.0%
wv,Hardy,2004,DEM,John Kerry,"1,606",30.8%
wv,Hardy,2004,GRE,Ralph Nader,14,0.3%
wv,Harrison,2004,REP,George Bush,"16,913",56.0%
wv,Harrison,2004,DEM,John Kerry,"13,102",43.4%
wv,Harrison,2004,GRE,Ralph Nader,177,0.6%
wv,Jackson,2004,REP,George Bush,"7,604",58.5%
wv,Jackson,2004,DEM,John Kerry,"5,332",41.0%
wv,Jackson,2004,GRE,Ralph Nader,61,0.5%
wv,Jefferson,2004,REP,George Bush,"10,442",52.9%
wv,Jefferson,2004,DEM,John Kerry,"9,202",46.6%
wv,Jefferson,2004,GRE,Ralph Nader,89,0.5%
wv,Kanawha,2004,REP,George Bush,"43,777",50.6%
wv,Kanawha,2004,DEM,John Kerry,"42,321",49.0%
wv,Kanawha,2004,GRE,Ralph Nader,348,0.4%
wv,Lewis,2004,REP,George Bush,"3,500",64.7%
wv,Lewis,2004,DEM,John Kerry,"1,863",34.4%
wv,Lewis,2004,GRE,Ralph Nader,50,0.9%
wv,Lincoln,2004,REP,George Bush,"4,076",50.0%
wv,Lincoln,2004,DEM,John Kerry,"4,033",49.5%
wv,Lincoln,2004,GRE,Ralph Nader,45,0.6%
wv,Logan,2004,DEM,John Kerry,"7,760",54.2%
wv,Logan,2004,REP,George Bush,"6,513",45.5%
wv,Logan,2004,GRE,Ralph Nader,45,0.3%
wv,Marion,2004,REP,George Bush,"12,717",50.9%
wv,Marion,2004,DEM,John Kerry,"12,082",48.4%
wv,Marion,2004,GRE,Ralph Nader,186,0.7%
wv,Marshall,2004,REP,George Bush,"8,443",56.6%
wv,Marshall,2004,DEM,John Kerry,"6,379",42.7%
wv,Marshall,2004,GRE,Ralph Nader,102,0.7%
wv,Mason,2004,REP,George Bush,"6,451",54.3%
wv,Mason,2004,DEM,John Kerry,"5,374",45.2%
