"state","county","year","party","candidate","votes","pct"
"NE","Adams",2016,"GRN","Jill Stein",110,0.8
"NE","Antelope",2016,"REP","Donald Trump",2717,84.4
"NE","Antelope",2016,"DEM","Hillary Clinton",381,11.8
"NE","Antelope",2016,"LIB","Gary Johnson",103,3.2
"NE","Antelope",2016,"GRN","Jill Stein",19,0.6
"NE","Arthur",2016,"REP","Donald Trump",237,90.1
"NE","Arthur",2016,"DEM","Hillary Clinton",16,6.1
"NE","Arthur",2016,"LIB","Gary Johnson",10,3.8
"NE","Arthur",2016,"GRN","Jill Stein",NA,NA
"NE","Banner",2016,"REP","Donald Trump",355,91
"NE","Banner",2016,"DEM","Hillary Clinton",18,4.6
"NE","Banner",2016,"LIB","Gary Johnson",14,3.6
"NE","Banner",2016,"GRN","Jill Stein",3,0.8
"NE","Blaine",2016,"REP","Donald Trump",273,87.2
"NE","Blaine",2016,"DEM","Hillary Clinton",30,9.6
"NE","Blaine",2016,"LIB","Gary Johnson",10,3.2
"NE","Blaine",2016,"GRN","Jill Stein",NA,NA
"NE","Boone",2016,"REP","Donald Trump",2299,80.2
"NE","Boone",2016,"DEM","Hillary Clinton",414,14.4
"NE","Boone",2016,"LIB","Gary Johnson",137,4.8
"NE","Boone",2016,"GRN","Jill Stein",17,0.6
"NE","Box Butte",2016,"REP","Donald Trump",3550,74.6
"NE","Box Butte",2016,"DEM","Hillary Clinton",953,20
"NE","Box Butte",2016,"LIB","Gary Johnson",223,4.7
"NE","Box Butte",2016,"GRN","Jill Stein",35,0.7
"NE","Boyd",2016,"REP","Donald Trump",978,85.6
"NE","Boyd",2016,"DEM","Hillary Clinton",128,11.2
"NE","Boyd",2016,"LIB","Gary Johnson",23,2
"NE","Boyd",2016,"GRN","Jill Stein",13,1.1
"NE","Brown",2016,"REP","Donald Trump",1380,87.4
"NE","Brown",2016,"DEM","Hillary Clinton",153,9.7
"NE","Brown",2016,"LIB","Gary Johnson",39,2.5
"NE","Brown",2016,"GRN","Jill Stein",7,0.4
"NE","Buffalo",2016,"REP","Donald Trump",14424,70.4
"NE","Buffalo",2016,"DEM","Hillary Clinton",4690,22.9
"NE","Buffalo",2016,"LIB","Gary Johnson",1144,5.6
"NE","Buffalo",2016,"GRN","Jill Stein",219,1.1
"NE","Burt",2016,"REP","Donald Trump",2360,67
"NE","Burt",2016,"DEM","Hillary Clinton",928,26.3
"NE","Burt",2016,"LIB","Gary Johnson",196,5.6
"NE","Burt",2016,"GRN","Jill Stein",39,1.1
"NE","Butler",2016,"REP","Donald Trump",3068,78.4
"NE","Butler",2016,"DEM","Hillary Clinton",690,17.6
"NE","Butler",2016,"LIB","Gary Johnson",129,3.3
"NE","Butler",2016,"GRN","Jill Stein",27,0.7
"NE","Cass",2016,"REP","Donald Trump",8388,66.5
"NE","Cass",2016,"DEM","Hillary Clinton",3461,27.4
"NE","Cass",2016,"LIB","Gary Johnson",629,5
"NE","Cass",2016,"GRN","Jill Stein",131,1
"NE","Cedar",2016,"REP","Donald Trump",3533,81
"NE","Cedar",2016,"DEM","Hillary Clinton",572,13.1
"NE","Cedar",2016,"LIB","Gary Johnson",224,5.1
"NE","Cedar",2016,"GRN","Jill Stein",31,0.7
"NE","Chase",2016,"REP","Donald Trump",1621,87.6
"NE","Chase",2016,"DEM","Hillary Clinton",171,9.2
"NE","Chase",2016,"LIB","Gary Johnson",53,2.9
"NE","Chase",2016,"GRN","Jill Stein",6,0.3
"NE","Cherry",2016,"REP","Donald Trump",2623,85.1
"NE","Cherry",2016,"DEM","Hillary Clinton",317,10.3
"NE","Cherry",2016,"LIB","Gary Johnson",127,4.1
"NE","Cherry",2016,"GRN","Jill Stein",15,0.5
"NE","Cheyenne",2016,"REP","Donald Trump",3610,79
"NE","Cheyenne",2016,"DEM","Hillary Clinton",702,15.4
"NE","Cheyenne",2016,"LIB","Gary Johnson",211,4.6
"NE","Cheyenne",2016,"GRN","Jill Stein",46,1
"NE","Clay",2016,"REP","Donald Trump",2373,79.8
"NE","Clay",2016,"DEM","Hillary Clinton",470,15.8
"NE","Clay",2016,"LIB","Gary Johnson",115,3.9
"NE","Clay",2016,"GRN","Jill Stein",15,0.5
"NE","Colfax",2016,"REP","Donald Trump",2171,68.4
"NE","Colfax",2016,"DEM","Hillary Clinton",857,27
"NE","Colfax",2016,"LIB","Gary Johnson",118,3.7
"NE","Colfax",2016,"GRN","Jill Stein",26,0.8
"NE","Cuming",2016,"REP","Donald Trump",3095,77.6
"NE","Cuming",2016,"DEM","Hillary Clinton",712,17.9
"NE","Cuming",2016,"LIB","Gary Johnson",156,3.9
"NE","Cuming",2016,"GRN","Jill Stein",25,0.6
"NE","Custer",2016,"REP","Donald Trump",4616,84.1
"NE","Custer",2016,"DEM","Hillary Clinton",635,11.6
"NE","Custer",2016,"LIB","Gary Johnson",201,3.7
"NE","Custer",2016,"GRN","Jill Stein",37,0.7
"NE","Dakota",2016,"REP","Donald Trump",4028,55.5
"NE","Dakota",2016,"DEM","Hillary Clinton",2904,40
"NE","Dakota",2016,"LIB","Gary Johnson",268,3.7
"NE","Dakota",2016,"GRN","Jill Stein",59,0.8
"NE","Dawes",2016,"REP","Donald Trump",2559,71.5
"NE","Dawes",2016,"DEM","Hillary Clinton",785,21.9
"NE","Dawes",2016,"LIB","Gary Johnson",186,5.2
"NE","Dawes",2016,"GRN","Jill Stein",48,1.3
"NE","Dawson",2016,"REP","Donald Trump",5935,69.9
"NE","Dawson",2016,"DEM","Hillary Clinton",2116,24.9
"NE","Dawson",2016,"LIB","Gary Johnson",377,4.4
"NE","Dawson",2016,"GRN","Jill Stein",58,0.7
"NE","Deuel",2016,"REP","Donald Trump",809,82.8
"NE","Deuel",2016,"DEM","Hillary Clinton",120,12.3
"NE","Deuel",2016,"LIB","Gary Johnson",47,4.8
"NE","Deuel",2016,"GRN","Jill Stein",1,0.1
"NE","Dixon",2016,"REP","Donald Trump",2041,74.4
"NE","Dixon",2016,"DEM","Hillary Clinton",556,20.3
"NE","Dixon",2016,"LIB","Gary Johnson",130,4.7
"NE","Dixon",2016,"GRN","Jill Stein",17,0.6
"NE","Dodge",2016,"REP","Donald Trump",9736,65.1
"NE","Dodge",2016,"DEM","Hillary Clinton",4451,29.8
"NE","Dodge",2016,"LIB","Gary Johnson",617,4.1
"NE","Dodge",2016,"GRN","Jill Stein",155,1
"NE","Douglas",2016,"DEM","Hillary Clinton",105207,47.9
"NE","Douglas",2016,"REP","Donald Trump",102151,46.5
"NE","Douglas",2016,"LIB","Gary Johnson",9573,4.4
"NE","Douglas",2016,"GRN","Jill Stein",2600,1.2
"NE","Dundy",2016,"REP","Donald Trump",823,86.7
"NE","Dundy",2016,"DEM","Hillary Clinton",89,9.4
"NE","Dundy",2016,"LIB","Gary Johnson",31,3.3
"NE","Dundy",2016,"GRN","Jill Stein",6,0.6
"NE","Fillmore",2016,"REP","Donald Trump",2100,72.9
"NE","Fillmore",2016,"DEM","Hillary Clinton",610,21.2
"NE","Fillmore",2016,"LIB","Gary Johnson",149,5.2
"NE","Fillmore",2016,"GRN","Jill Stein",20,0.7
"NE","Franklin",2016,"REP","Donald Trump",1345,81.2
"NE","Franklin",2016,"DEM","Hillary Clinton",250,15.1
"NE","Franklin",2016,"LIB","Gary Johnson",54,3.3
"NE","Franklin",2016,"GRN","Jill Stein",7,0.4
"NE","Frontier",2016,"REP","Donald Trump",1106,84.4
"NE","Frontier",2016,"DEM","Hillary Clinton",161,12.3
"NE","Frontier",2016,"LIB","Gary Johnson",35,2.7
"NE","Frontier",2016,"GRN","Jill Stein",8,0.6
"NE","Furnas",2016,"REP","Donald Trump",1915,82.7
"NE","Furnas",2016,"DEM","Hillary Clinton",304,13.1
"NE","Furnas",2016,"LIB","Gary Johnson",85,3.7
"NE","Furnas",2016,"GRN","Jill Stein",11,0.5
"NE","Gage",2016,"REP","Donald Trump",6333,64.3
"NE","Gage",2016,"DEM","Hillary Clinton",2930,29.7
"NE","Gage",2016,"LIB","Gary Johnson",489,5
"NE","Gage",2016,"GRN","Jill Stein",102,1
"NE","Garden",2016,"REP","Donald Trump",869,81.7
"NE","Garden",2016,"DEM","Hillary Clinton",153,14.4
"NE","Garden",2016,"LIB","Gary Johnson",39,3.7
"NE","Garden",2016,"GRN","Jill Stein",2,0.2
"NE","Garfield",2016,"REP","Donald Trump",819,84.6
"NE","Garfield",2016,"DEM","Hillary Clinton",121,12.5
"NE","Garfield",2016,"LIB","Gary Johnson",23,2.4
"NE","Garfield",2016,"GRN","Jill Stein",5,0.5
"NE","Gosper",2016,"REP","Donald Trump",792,79.2
"NE","Gosper",2016,"DEM","Hillary Clinton",165,16.5
"NE","Gosper",2016,"LIB","Gary Johnson",37,3.7
"NE","Gosper",2016,"GRN","Jill Stein",6,0.6
"NE","Grant",2016,"REP","Donald Trump",367,93.1
"NE","Grant",2016,"DEM","Hillary Clinton",20,5.1
"NE","Grant",2016,"LIB","Gary Johnson",6,1.5
"NE","Grant",2016,"GRN","Jill Stein",1,0.3
"NE","Greeley",2016,"REP","Donald Trump",911,78.2
"NE","Greeley",2016,"DEM","Hillary Clinton",210,18
"NE","Greeley",2016,"LIB","Gary Johnson",38,3.3
"NE","Greeley",2016,"GRN","Jill Stein",6,0.5
"NE","Hall",2016,"REP","Donald Trump",14139,66.3
"NE","Hall",2016,"DEM","Hillary Clinton",6142,28.8
"NE","Hall",2016,"LIB","Gary Johnson",866,4.1
"NE","Hall",2016,"GRN","Jill Stein",184,0.9
"NE","Hamilton",2016,"REP","Donald Trump",3763,76.8
"NE","Hamilton",2016,"DEM","Hillary Clinton",873,17.8
"NE","Hamilton",2016,"LIB","Gary Johnson",223,4.5
"NE","Hamilton",2016,"GRN","Jill Stein",43,0.9
"NE","Harlan",2016,"REP","Donald Trump",1302,82.3
"NE","Harlan",2016,"DEM","Hillary Clinton",219,13.8
"NE","Harlan",2016,"LIB","Gary Johnson",54,3.4
"NE","Harlan",2016,"GRN","Jill Stein",7,0.4
"NE","Hayes",2016,"REP","Donald Trump",471,92.4
"NE","Hayes",2016,"DEM","Hillary Clinton",30,5.9
"NE","Hayes",2016,"LIB","Gary Johnson",8,1.6
"NE","Hayes",2016,"GRN","Jill Stein",1,0.2
"NE","Hitchcock",2016,"REP","Donald Trump",1216,84.4
"NE","Hitchcock",2016,"DEM","Hillary Clinton",158,11
"NE","Hitchcock",2016,"LIB","Gary Johnson",60,4.2
"NE","Hitchcock",2016,"GRN","Jill Stein",6,0.4
"NE","Holt",2016,"REP","Donald Trump",4275,85.9
"NE","Holt",2016,"DEM","Hillary Clinton",522,10.5
"NE","Holt",2016,"LIB","Gary Johnson",155,3.1
"NE","Holt",2016,"GRN","Jill Stein",27,0.5
"NE","Hooker",2016,"REP","Donald Trump",355,85.7
"NE","Hooker",2016,"DEM","Hillary Clinton",40,9.7
"NE","Hooker",2016,"LIB","Gary Johnson",16,3.9
"NE","Hooker",2016,"GRN","Jill Stein",3,0.7
"NE","Howard",2016,"REP","Donald Trump",2284,77.2
"NE","Howard",2016,"DEM","Hillary Clinton",544,18.4
"NE","Howard",2016,"LIB","Gary Johnson",108,3.7
"NE","Howard",2016,"GRN","Jill Stein",22,0.7
"NE","Jefferson",2016,"REP","Donald Trump",2387,69.6
"NE","Jefferson",2016,"DEM","Hillary Clinton",831,24.2
"NE","Jefferson",2016,"LIB","Gary Johnson",182,5.3
"NE","Jefferson",2016,"GRN","Jill Stein",30,0.9
"NE","Johnson",2016,"REP","Donald Trump",1348,65.7
"NE","Johnson",2016,"DEM","Hillary Clinton",560,27.3
"NE","Johnson",2016,"LIB","Gary Johnson",121,5.9
"NE","Johnson",2016,"GRN","Jill Stein",22,1.1
"NE","Kearney",2016,"REP","Donald Trump",2519,77.7
"NE","Kearney",2016,"DEM","Hillary Clinton",550,17
"NE","Kearney",2016,"LIB","Gary Johnson",147,4.5
"NE","Kearney",2016,"GRN","Jill Stein",26,0.8
"NE","Keith",2016,"REP","Donald Trump",3203,81.2
"NE","Keith",2016,"DEM","Hillary Clinton",560,14.2
"NE","Keith",2016,"LIB","Gary Johnson",158,4
"NE","Keith",2016,"GRN","Jill Stein",24,0.6
"NE","Keya Paha",2016,"REP","Donald Trump",458,89.1
"NE","Keya Paha",2016,"DEM","Hillary Clinton",39,7.6
"NE","Keya Paha",2016,"LIB","Gary Johnson",17,3.3
"NE","Keya Paha",2016,"GRN","Jill Stein",NA,NA
"NE","Kimball",2016,"REP","Donald Trump",1317,80.5
"NE","Kimball",2016,"DEM","Hillary Clinton",227,13.9
"NE","Kimball",2016,"LIB","Gary Johnson",74,4.5
"NE","Kimball",2016,"GRN","Jill Stein",18,1.1
"NE","Knox",2016,"REP","Donald Trump",3181,78.3
"NE","Knox",2016,"DEM","Hillary Clinton",715,17.6
"NE","Knox",2016,"LIB","Gary Johnson",136,3.3
"NE","Knox",2016,"GRN","Jill Stein",29,0.7
"NE","Lancaster",2016,"DEM","Hillary Clinton",60533,46.6
"NE","Lancaster",2016,"REP","Donald Trump",60456,46.6
"NE","Lancaster",2016,"LIB","Gary Johnson",6915,5.3
"NE","Lancaster",2016,"GRN","Jill Stein",1899,1.5
"NE","Lincoln",2016,"REP","Donald Trump",11992,76.5
"NE","Lincoln",2016,"DEM","Hillary Clinton",2878,18.4
"NE","Lincoln",2016,"LIB","Gary Johnson",698,4.5
"NE","Lincoln",2016,"GRN","Jill Stein",106,0.7
"NE","Logan",2016,"REP","Donald Trump",400,88.7
"NE","Logan",2016,"DEM","Hillary Clinton",32,7.1
"NE","Logan",2016,"LIB","Gary Johnson",18,4
"NE","Logan",2016,"GRN","Jill Stein",1,0.2
"NE","Loup",2016,"REP","Donald Trump",323,84.6
"NE","Loup",2016,"DEM","Hillary Clinton",48,12.6
"NE","Loup",2016,"LIB","Gary Johnson",10,2.6
"NE","Loup",2016,"GRN","Jill Stein",1,0.3
"NE","Madison",2016,"REP","Donald Trump",10518,75.4
"NE","Madison",2016,"DEM","Hillary Clinton",2663,19.1
"NE","Madison",2016,"LIB","Gary Johnson",654,4.7
"NE","Madison",2016,"GRN","Jill Stein",121,0.9
"NE","McPherson",2016,"REP","Donald Trump",257,89.9
"NE","McPherson",2016,"DEM","Hillary Clinton",14,4.9
"NE","McPherson",2016,"LIB","Gary Johnson",14,4.9
"NE","McPherson",2016,"GRN","Jill Stein",1,0.3
"NE","Merrick",2016,"REP","Donald Trump",2914,78.6
"NE","Merrick",2016,"DEM","Hillary Clinton",601,16.2
"NE","Merrick",2016,"LIB","Gary Johnson",165,4.5
"NE","Merrick",2016,"GRN","Jill Stein",27,0.7
"NE","Morrill",2016,"REP","Donald Trump",1788,82.5
"NE","Morrill",2016,"DEM","Hillary Clinton",282,13
"NE","Morrill",2016,"LIB","Gary Johnson",82,3.8
"NE","Morrill",2016,"GRN","Jill Stein",14,0.6
"NE","Nance",2016,"REP","Donald Trump",1257,78.6
"NE","Nance",2016,"DEM","Hillary Clinton",280,17.5
"NE","Nance",2016,"LIB","Gary Johnson",47,2.9
"NE","Nance",2016,"GRN","Jill Stein",15,0.9
"NE","Nemaha",2016,"REP","Donald Trump",2068,68.1
"NE","Nemaha",2016,"DEM","Hillary Clinton",765,25.2
"NE","Nemaha",2016,"LIB","Gary Johnson",176,5.8
"NE","Nemaha",2016,"GRN","Jill Stein",26,0.9
"NE","Nuckolls",2016,"REP","Donald Trump",1709,79.4
"NE","Nuckolls",2016,"DEM","Hillary Clinton",348,16.2
"NE","Nuckolls",2016,"LIB","Gary Johnson",77,3.6
"NE","Nuckolls",2016,"GRN","Jill Stein",19,0.9
"NE","Otoe",2016,"REP","Donald Trump",4833,66.4
"NE","Otoe",2016,"DEM","Hillary Clinton",2017,27.7
"NE","Otoe",2016,"LIB","Gary Johnson",372,5.1
"NE","Otoe",2016,"GRN","Jill Stein",57,0.8
"NE","Pawnee",2016,"REP","Donald Trump",970,73.8
"NE","Pawnee",2016,"DEM","Hillary Clinton",279,21.2
"NE","Pawnee",2016,"LIB","Gary Johnson",55,4.2
"NE","Pawnee",2016,"GRN","Jill Stein",10,0.8
"NE","Perkins",2016,"REP","Donald Trump",1202,84.8
"NE","Perkins",2016,"DEM","Hillary Clinton",160,11.3
"NE","Perkins",2016,"LIB","Gary Johnson",52,3.7
"NE","Perkins",2016,"GRN","Jill Stein",4,0.3
"NE","Phelps",2016,"REP","Donald Trump",3832,83.1
"NE","Phelps",2016,"DEM","Hillary Clinton",571,12.4
"NE","Phelps",2016,"LIB","Gary Johnson",188,4.1
"NE","Phelps",2016,"GRN","Jill Stein",18,0.4
"NE","Pierce",2016,"REP","Donald Trump",3052,85.3
"NE","Pierce",2016,"DEM","Hillary Clinton",382,10.7
"NE","Pierce",2016,"LIB","Gary Johnson",125,3.5
"NE","Pierce",2016,"GRN","Jill Stein",21,0.6
"NE","Platte",2016,"REP","Donald Trump",10864,77.3
"NE","Platte",2016,"DEM","Hillary Clinton",2612,18.6
"NE","Platte",2016,"LIB","Gary Johnson",487,3.5
"NE","Platte",2016,"GRN","Jill Stein",84,0.6
"NE","Polk",2016,"REP","Donald Trump",2019,79.6
"NE","Polk",2016,"DEM","Hillary Clinton",411,16.2
"NE","Polk",2016,"LIB","Gary Johnson",102,4
"NE","Polk",2016,"GRN","Jill Stein",6,0.2
"NE","Red Willow",2016,"REP","Donald Trump",4212,83.2
"NE","Red Willow",2016,"DEM","Hillary Clinton",638,12.6
"NE","Red Willow",2016,"LIB","Gary Johnson",185,3.7
"NE","Red Willow",2016,"GRN","Jill Stein",26,0.5
"NE","Richardson",2016,"REP","Donald Trump",2684,73.2
"NE","Richardson",2016,"DEM","Hillary Clinton",798,21.8
"NE","Richardson",2016,"LIB","Gary Johnson",157,4.3
"NE","Richardson",2016,"GRN","Jill Stein",27,0.7
"NE","Rock",2016,"REP","Donald Trump",687,86.6
"NE","Rock",2016,"DEM","Hillary Clinton",70,8.8
"NE","Rock",2016,"LIB","Gary Johnson",32,4
"NE","Rock",2016,"GRN","Jill Stein",4,0.5
"NE","Saline",2016,"REP","Donald Trump",2849,59.4
"NE","Saline",2016,"DEM","Hillary Clinton",1630,34
"NE","Saline",2016,"LIB","Gary Johnson",267,5.6
"NE","Saline",2016,"GRN","Jill Stein",49,1
"NE","Sarpy",2016,"REP","Donald Trump",44649,57.4
"NE","Sarpy",2016,"DEM","Hillary Clinton",27704,35.6
"NE","Sarpy",2016,"LIB","Gary Johnson",4611,5.9
"NE","Sarpy",2016,"GRN","Jill Stein",817,1.1
"NE","Saunders",2016,"REP","Donald Trump",7486,70.6
"NE","Saunders",2016,"DEM","Hillary Clinton",2509,23.7
"NE","Saunders",2016,"LIB","Gary Johnson",508,4.8
"NE","Saunders",2016,"GRN","Jill Stein",95,0.9
"NE","Scotts Bluff",2016,"REP","Donald Trump",9952,71.6
"NE","Scotts Bluff",2016,"DEM","Hillary Clinton",3151,22.7
"NE","Scotts Bluff",2016,"LIB","Gary Johnson",670,4.8
"NE","Scotts Bluff",2016,"GRN","Jill Stein",122,0.9
"NE","Seward",2016,"REP","Donald Trump",5451,70.3
"NE","Seward",2016,"DEM","Hillary Clinton",1881,24.3
"NE","Seward",2016,"LIB","Gary Johnson",340,4.4
"NE","Seward",2016,"GRN","Jill Stein",82,1.1
"NE","Sheridan",2016,"REP","Donald Trump",2192,85.5
"NE","Sheridan",2016,"DEM","Hillary Clinton",286,11.2
"NE","Sheridan",2016,"LIB","Gary Johnson",69,2.7
"NE","Sheridan",2016,"GRN","Jill Stein",18,0.7
"NE","Sherman",2016,"REP","Donald Trump",1143,73.6
"NE","Sherman",2016,"DEM","Hillary Clinton",338,21.8
"NE","Sherman",2016,"LIB","Gary Johnson",59,3.8
"NE","Sherman",2016,"GRN","Jill Stein",13,0.8
"NE","Sioux",2016,"REP","Donald Trump",602,84.9
"NE","Sioux",2016,"DEM","Hillary Clinton",77,10.9
"NE","Sioux",2016,"LIB","Gary Johnson",26,3.7
"NE","Sioux",2016,"GRN","Jill Stein",4,0.6
"NE","Stanton",2016,"REP","Donald Trump",2173,79.1
"NE","Stanton",2016,"DEM","Hillary Clinton",417,15.2
"NE","Stanton",2016,"LIB","Gary Johnson",144,5.2
"NE","Stanton",2016,"GRN","Jill Stein",14,0.5
"NE","Thayer",2016,"REP","Donald Trump",1993,76.3
"NE","Thayer",2016,"DEM","Hillary Clinton",490,18.8
"NE","Thayer",2016,"LIB","Gary Johnson",120,4.6
"NE","Thayer",2016,"GRN","Jill Stein",10,0.4
"NE","Thomas",2016,"REP","Donald Trump",344,88.9
"NE","Thomas",2016,"DEM","Hillary Clinton",30,7.8
"NE","Thomas",2016,"LIB","Gary Johnson",10,2.6
"NE","Thomas",2016,"GRN","Jill Stein",3,0.8
"NE","Thurston",2016,"REP","Donald Trump",1013,49.9
"NE","Thurston",2016,"DEM","Hillary Clinton",911,44.9
"NE","Thurston",2016,"LIB","Gary Johnson",56,2.8
"NE","Thurston",2016,"GRN","Jill Stein",49,2.4
"NE","Valley",2016,"REP","Donald Trump",1770,81.5
"NE","Valley",2016,"DEM","Hillary Clinton",337,15.5
"NE","Valley",2016,"LIB","Gary Johnson",53,2.4
"NE","Valley",2016,"GRN","Jill Stein",12,0.6
"NE","Washington",2016,"REP","Donald Trump",7374,69.7
"NE","Washington",2016,"DEM","Hillary Clinton",2606,24.6
"NE","Washington",2016,"LIB","Gary Johnson",509,4.8
"NE","Washington",2016,"GRN","Jill Stein",95,0.9
"NE","Wayne",2016,"REP","Donald Trump",2675,71.5
"NE","Wayne",2016,"DEM","Hillary Clinton",828,22.1
"NE","Wayne",2016,"LIB","Gary Johnson",202,5.4
"NE","Wayne",2016,"GRN","Jill Stein",35,0.9
"NE","Webster",2016,"REP","Donald Trump",1320,78.2
"NE","Webster",2016,"DEM","Hillary Clinton",306,18.1
"NE","Webster",2016,"LIB","Gary Johnson",51,3
"NE","Webster",2016,"GRN","Jill Stein",10,0.6
"NE","Wheeler",2016,"REP","Donald Trump",377,82.1
"NE","Wheeler",2016,"DEM","Hillary Clinton",62,13.5
"NE","Wheeler",2016,"LIB","Gary Johnson",16,3.5
"NE","Wheeler",2016,"GRN","Jill Stein",4,0.9
"NE","York",2016,"REP","Donald Trump",4686,74.9
"NE","York",2016,"DEM","Hillary Clinton",1181,18.9
"NE","York",2016,"LIB","Gary Johnson",337,5.4
"NH","Belknap",2016,"REP","Donald Trump",19315,56
"NH","Belknap",2016,"DEM","Hillary Clinton",13517,39.2
"NH","Belknap",2016,"LIB","Gary Johnson",1346,3.9
"NH","Belknap",2016,"GRN","Jill Stein",284,0.8
"NH","Carroll",2016,"REP","Donald Trump",14635,50.4
"NH","Carroll",2016,"DEM","Hillary Clinton",12987,44.7
"NH","Carroll",2016,"LIB","Gary Johnson",1185,4.1
"NH","Carroll",2016,"GRN","Jill Stein",256,0.9
"NH","Cheshire",2016,"DEM","Hillary Clinton",22064,53.7
"NH","Cheshire",2016,"REP","Donald Trump",16876,41.1
"NH","Cheshire",2016,"LIB","Gary Johnson",1656,4
"NH","Cheshire",2016,"GRN","Jill Stein",484,1.2
"NH","Coos",2016,"REP","Donald Trump",7951,52.1
"NH","Coos",2016,"DEM","Hillary Clinton",6558,43
"NH","Coos",2016,"LIB","Gary Johnson",576,3.8
"NH","Coos",2016,"GRN","Jill Stein",170,1.1
"NH","Grafton",2016,"DEM","Hillary Clinton",28510,56.9
"NH","Grafton",2016,"REP","Donald Trump",19010,38
"NH","Grafton",2016,"LIB","Gary Johnson",1967,3.9
"NH","Grafton",2016,"GRN","Jill Stein",578,1.2
"NH","Hillsborough",2016,"REP","Donald Trump",100013,47.5
"NH","Hillsborough",2016,"DEM","Hillary Clinton",99589,47.3
"NH","Hillsborough",2016,"LIB","Gary Johnson",9268,4.4
"NH","Hillsborough",2016,"GRN","Jill Stein",1752,0.8
"NH","Merrimack",2016,"DEM","Hillary Clinton",40198,49
"NH","Merrimack",2016,"REP","Donald Trump",37674,46
"NH","Merrimack",2016,"LIB","Gary Johnson",3378,4.1
"NH","Merrimack",2016,"GRN","Jill Stein",732,0.9
"NH","Rockingham",2016,"REP","Donald Trump",90447,50.5
"NH","Rockingham",2016,"DEM","Hillary Clinton",79994,44.7
"NH","Rockingham",2016,"LIB","Gary Johnson",7336,4.1
"NH","Rockingham",2016,"GRN","Jill Stein",1228,0.7
"NH","Strafford",2016,"DEM","Hillary Clinton",34894,51.4
"NH","Strafford",2016,"REP","Donald Trump",29072,42.8
"NH","Strafford",2016,"LIB","Gary Johnson",3258,4.8
"NH","Strafford",2016,"GRN","Jill Stein",694,1
"NH","Sullivan",2016,"REP","Donald Trump",10796,48.8
"NH","Sullivan",2016,"DEM","Hillary Clinton",10210,46.2
"NH","Sullivan",2016,"LIB","Gary Johnson",857,3.9
"NJ","Atlantic",2016,"DEM","Hillary Clinton",54472,51.5
"NJ","Atlantic",2016,"REP","Donald Trump",47882,45.3
"NJ","Atlantic",2016,"LIB","Gary Johnson",1915,1.8
"NJ","Atlantic",2016,"GRN","Jill Stein",933,0.9
"NJ","Atlantic",2016,"OTH","Other",536,0.5
"NJ","Bergen",2016,"DEM","Hillary Clinton",209251,54.5
"NJ","Bergen",2016,"REP","Donald Trump",163220,42.5
"NJ","Bergen",2016,"LIB","Gary Johnson",7037,1.8
"NJ","Bergen",2016,"GRN","Jill Stein",3709,1
"NJ","Bergen",2016,"OTH","Other",748,0.2
"NJ","Burlington",2016,"DEM","Hillary Clinton",108361,55.6
"NJ","Burlington",2016,"REP","Donald Trump",79539,40.8
"NJ","Burlington",2016,"LIB","Gary Johnson",4381,2.2
"NJ","Burlington",2016,"GRN","Jill Stein",2138,1.1
"NJ","Burlington",2016,"OTH","Other",569,0.3
"NJ","Camden",2016,"DEM","Hillary Clinton",142375,64.6
"NJ","Camden",2016,"REP","Donald Trump",71020,32.2
"NJ","Camden",2016,"LIB","Gary Johnson",4142,1.9
"NJ","Camden",2016,"GRN","Jill Stein",1932,0.9
"NJ","Camden",2016,"OTH","Other",968,0.4
"NJ","Cape May",2016,"REP","Donald Trump",28237,58.4
"NJ","Cape May",2016,"DEM","Hillary Clinton",18626,38.5
"NJ","Cape May",2016,"LIB","Gary Johnson",895,1.9
"NJ","Cape May",2016,"GRN","Jill Stein",387,0.8
"NJ","Cape May",2016,"OTH","Other",230,0.5
"NJ","Cumberland",2016,"DEM","Hillary Clinton",27045,51
"NJ","Cumberland",2016,"REP","Donald Trump",24213,45.7
"NJ","Cumberland",2016,"LIB","Gary Johnson",1029,1.9
"NJ","Cumberland",2016,"GRN","Jill Stein",486,0.9
"NJ","Cumberland",2016,"OTH","Other",245,0.5
"NJ","Essex",2016,"DEM","Hillary Clinton",231031,77.1
"NJ","Essex",2016,"REP","Donald Trump",62059,20.7
"NJ","Essex",2016,"LIB","Gary Johnson",3028,1
"NJ","Essex",2016,"GRN","Jill Stein",2830,0.9
"NJ","Essex",2016,"OTH","Other",860,0.3
"NJ","Gloucester",2016,"REP","Donald Trump",66949,48.4
"NJ","Gloucester",2016,"DEM","Hillary Clinton",66355,47.9
"NJ","Gloucester",2016,"LIB","Gary Johnson",3193,2.3
"NJ","Gloucester",2016,"GRN","Jill Stein",1243,0.9
"NJ","Gloucester",2016,"OTH","Other",648,0.5
"NJ","Hudson",2016,"DEM","Hillary Clinton",149980,74.5
"NJ","Hudson",2016,"REP","Donald Trump",45615,22.6
"NJ","Hudson",2016,"LIB","Gary Johnson",2603,1.3
"NJ","Hudson",2016,"GRN","Jill Stein",2436,1.2
"NJ","Hudson",2016,"OTH","Other",791,0.4
"NJ","Hunterdon",2016,"REP","Donald Trump",38565,54.6
"NJ","Hunterdon",2016,"DEM","Hillary Clinton",28797,40.8
